# minimal_valid_fraction ::  30.00
# operating on GISS-E2-H model output prepared for CMIP5 historical r1i1p1
# <a href=http://climexp.knmi.nl/select.cgi?field=data/cmip5_tas_Amon_GISS-E2-H_p1_historical.0.someone@somewhere.info>climexp.knmi.nl/select.cgi?field=data/cmip5_tas_Amon_GISS-E2-H_p1_historical.0.someone@somewhere.info</a>
# file :: CMIP5/monthly/tas/tas_Amon_GISS-E2-H_p1_historical_000.nc
# title :: spatial statistic of GISS-E2-H model output prepared for CMIP5 historical r1i1p1
# cdi :: Climate Data Interface version 1.5.9 (http://code.zmaw.de/projects/cdi)
# institution :: KNMI Climate Explorer and NASA/GISS (Goddard Institute for Space Studies) New York, NY
# institute_id :: NASA-GISS
# experiment_id :: historical
# model_id :: GISS-E2-H
# forcing :: GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)
# parent_experiment_id :: piControl
# parent_experiment_rip :: r1i1p1
# contact :: Kenneth Lo (cdkkl@giss.nasa.gov)
# references :: www.giss.nasa.gov/research/modeling
# initialization_method ::                1
# physics_version ::                1
# tracking_id :: f8d45b41-e94a-45cb-a248-1bca028fa256
# product :: output
# experiment :: historical
# frequency :: mon
# creation_date :: 2011-04-12T14:27:26Z
# project_id :: CMIP5
# table_id :: Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5
# parent_experiment :: pre-industrial control
# modeling_realm :: atmos
# realization ::                1
# cmor_version :: 2.5.7
# cdo :: Climate Data Operators version 1.5.9 (http://code.zmaw.de/projects/cdo)
# history ::  2019-07-04 13:21:03 bin/get_index CMIP5/monthly/tas/tas_Amon_GISS-E2-H_p1_historical_000.nc 0 360 -90 90 dipole no minfac 30 nearest lsmask CMIP5/fixed/sftlf_fx_GISS-E2-H_historical_r0i0p0.nc all cmip5_tas_Amon_GISS-E2-H_p1_historical.0_0-360E_-90-90N_n\nWed Mar 27 13:44:56 2013: cdo -f nc4 -z zip copy ethz/cmip5/historical/Amon/tas/GISS-E2-H/r1i1p1/tas_Amon_GISS-E2-H_historical_r1i1p1_185001-190012.nc ethz/cmip5/historical/Amon/tas/GISS-E2-H/r1i1p1/tas_Amon_GISS-E2-H_historical_r1i1p1_190101-195012.nc ethz/cmip5/historical/Amon/tas/GISS-E2-H/r1i1p1/tas_Amon_GISS-E2-H_historical_r1i1p1_195101-200512.nc tas/tas_Amon_GISS-E2-H_historical_r1i1p1.nc\n2011-04-12T14:27:26Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.
# ave_region :: lon=    0.000  360.000, lat=  -90.000   90.000
# averaging anomalies over region lon=    0.000  360.000, lat=  -90.000   90.000
# tas [K] Near-Surface Air Temperature
 1850   286.2370       286.5607       287.2467       288.1631       288.9499       289.5251       289.6973       289.5619       288.8548       287.8239       286.8979       286.2633    
 1851   286.3864       286.5630       287.5459       288.2171       288.9638       289.5268       289.7237       289.4781       288.7114       287.7557       286.7032       286.1196    
 1852   286.0033       286.2958       287.0269       288.0306       288.7548       289.2758       289.4840       289.3523       288.7672       287.6280       286.7625       286.0926    
 1853   286.0245       286.3839       287.2346       288.1271       288.8307       289.3950       289.6684       289.5084       288.8315       287.7488       286.7905       286.2839    
 1854   286.1431       286.7088       287.3000       288.0495       288.8450       289.4050       289.5329       289.3715       288.7712       287.7718       286.6931       286.2226    
 1855   286.1212       286.4453       287.0669       288.0687       288.8060       289.2337       289.4919       289.2742       288.5371       287.5849       286.6974       286.2205    
 1856   286.2046       286.4136       287.1566       288.0774       288.7636       289.3155       289.5876       289.3807       288.6090       287.5128       286.5239       286.0058    
 1857   285.8891       286.4353       287.0903       287.9380       288.5783       289.0576       289.3086       289.1002       288.4065       287.2752       286.3352       285.7180    
 1858   285.7545       286.0431       286.7955       287.8345       288.6843       289.2074       289.4801       289.3491       288.6185       287.5894       286.5363       286.2133    
 1859   286.0070       286.5465       287.1526       288.0116       288.8044       289.2888       289.5253       289.3087       288.8138       287.5826       286.6661       286.0446    
 1860   285.9380       286.3723       287.2049       287.8725       288.6809       289.3231       289.5674       289.3313       288.7783       287.6965       286.6759       286.1117    
 1861   285.9865       286.2881       287.2159       288.0771       288.8143       289.4429       289.6924       289.5344       288.8845       287.6977       286.8751       286.3214    
 1862   286.1732       286.6398       287.2347       288.1034       288.8582       289.3731       289.6478       289.4321       288.7267       287.5591       286.5300       285.9553    
 1863   285.9762       286.5204       287.1676       288.0568       288.6707       289.4145       289.6396       289.4803       288.7394       287.5532       286.5961       286.0411    
 1864   286.0212       286.3961       287.2950       288.2129       288.8341       289.4424       289.6807       289.5555       288.7870       287.7645       286.8091       286.1154    
 1865   286.1459       286.6188       287.1837       287.9987       288.8578       289.3591       289.6405       289.3983       288.7283       287.7224       286.5821       286.0992    
 1866   286.0112       286.4721       287.1031       287.9548       288.7516       289.4375       289.6374       289.4768       288.7553       287.6874       286.6012       286.1747    
 1867   286.0565       286.3568       287.0698       288.1848       288.8658       289.5158       289.7090       289.5312       288.6778       287.6624       286.5725       286.1154    
 1868   286.1333       286.4594       287.1059       288.0492       288.9009       289.4026       289.5920       289.4431       288.8652       287.7779       286.8093       286.2010    
 1869   286.3937       286.6805       287.3535       288.2301       289.0578       289.4533       289.7263       289.3726       288.6606       287.6892       286.7101       286.0672    
 1870   286.1439       286.3922       287.1428       288.1175       288.9246       289.4150       289.6646       289.3906       288.7657       287.8155       286.8591       286.2216    
 1871   286.1099       286.5282       287.2296       288.0985       288.8491       289.4034       289.6523       289.5195       288.7619       287.6690       286.5993       286.1533    
 1872   286.1431       286.4788       287.2653       288.0461       288.7634       289.3276       289.5992       289.3931       288.7159       287.7141       286.8185       286.2021    
 1873   286.0446       286.7349       287.3339       288.1653       288.8486       289.3891       289.6382       289.4529       288.7485       287.7860       286.7541       286.2038    
 1874   286.1593       286.5457       287.3263       288.1339       288.9523       289.5519       289.7932       289.5189       288.8611       287.7805       286.7516       286.3203    
 1875   286.2656       286.7041       287.3166       288.2835       289.1260       289.6235       289.7476       289.5821       288.8358       287.8136       286.7249       286.2834    
 1876   286.1670       286.6790       287.2363       288.1025       288.8565       289.4018       289.7345       289.4472       288.8675       287.8004       286.8239       286.2464    
 1877   286.3468       286.6205       287.2751       288.3012       289.0385       289.6404       289.8481       289.7011       288.9480       287.9024       286.8256       286.3125    
 1878   286.0263       286.6188       287.2607       288.2078       289.0049       289.4761       289.8305       289.6411       288.8796       287.8809       286.9060       286.3601    
 1879   286.2779       286.6409       287.5133       288.2784       289.1533       289.6182       289.9330       289.5707       288.9608       287.9829       286.9830       286.2768    
 1880   286.2691       286.5998       287.4170       288.2353       288.9889       289.5851       289.8422       289.5710       288.8520       287.7717       286.7763       286.0808    
 1881   286.2738       286.6965       287.4540       288.2072       288.9747       289.6209       289.9497       289.7339       288.8674       287.8867       286.7571       286.1652    
 1882   286.1804       286.7086       287.3289       288.1551       288.9408       289.5579       289.8704       289.6593       289.0468       287.8241       286.9323       286.4329    
 1883   286.3629       286.6681       287.4335       288.3841       289.1725       289.7468       289.8897       289.7061       288.9908       287.9920       286.8859       286.2671    
 1884   286.1169       286.5189       287.3150       288.1215       288.7127       289.1707       289.4330       289.2105       288.4977       287.4790       286.4193       285.7892    
 1885   285.7050       286.1220       286.8271       287.7929       288.6779       289.2453       289.5314       289.1630       288.5692       287.5473       286.4962       285.9129    
 1886   285.8265       286.4277       287.1882       287.9424       288.7615       289.2885       289.6273       289.4252       288.6835       287.5835       286.5826       286.0334    
 1887   285.7662       286.4333       287.1638       288.0439       288.8470       289.3265       289.5287       289.2781       288.6377       287.5664       286.4238       286.0235    
 1888   286.0856       286.3921       287.0457       288.1258       288.7975       289.4134       289.6373       289.4788       288.7067       287.6836       286.5180       285.9818    
 1889   285.9183       286.4165       287.1340       288.1289       288.8744       289.4903       289.5916       289.3960       288.8431       287.7998       286.7513       286.2227    
 1890   285.9535       286.5964       287.1531       288.0184       288.8510       289.3805       289.6866       289.4709       288.7158       287.7063       286.6338       285.9576    
 1891   285.9639       286.3070       287.0924       288.0559       288.7730       289.3348       289.5715       289.4102       288.7018       287.6212       286.4983       286.0345    
 1892   286.0374       286.2601       287.2645       288.1299       288.8733       289.4388       289.7130       289.5853       288.8476       287.9166       286.8102       286.3239    
 1893   286.2568       286.5240       287.2640       288.1379       288.9732       289.5809       289.8421       289.6298       288.9352       287.8335       286.7245       286.1857    
 1894   286.1877       286.6958       287.2646       288.0836       288.9964       289.5501       289.7557       289.5504       288.8573       287.9225       286.8936       286.4160    
 1895   286.0640       286.5200       287.3078       288.1924       288.9637       289.5990       289.7959       289.6703       288.8194       287.8520       286.8378       286.2242    
